province_name,year,index_score,topic_name
آذربایجان شرقی,1400,34.292534,مصرف فرهنگی و رسانه‌ای
آذربایجان غربی,1400,3.471,مصرف فرهنگی و رسانه‌ای
اردبیل,1400,2.9850817,مصرف فرهنگی و رسانه‌ای
اصفهان,1400,3.6387722,مصرف فرهنگی و رسانه‌ای
البرز,1400,1.4126155,مصرف فرهنگی و رسانه‌ای
ایلام,1400,4.8820748,مصرف فرهنگی و رسانه‌ای
بوشهر,1400,33.498432,مصرف فرهنگی و رسانه‌ای
تهران,1400,60.125698,مصرف فرهنگی و رسانه‌ای
خراسان جنوبی,1400,11.933033,مصرف فرهنگی و رسانه‌ای
خراسان رضوی,1400,29.485006,مصرف فرهنگی و رسانه‌ای
خراسان شمالی,1400,6.0747223,مصرف فرهنگی و رسانه‌ای
خوزستان,1400,29.349802,مصرف فرهنگی و رسانه‌ای
زنجان,1400,.41742656,مصرف فرهنگی و رسانه‌ای
سمنان,1400,14.793802,مصرف فرهنگی و رسانه‌ای
سیستان و بلوچستان,1400,2.8469062,مصرف فرهنگی و رسانه‌ای
فارس,1400,1.2906903,مصرف فرهنگی و رسانه‌ای
قزوین,1400,11.29761,مصرف فرهنگی و رسانه‌ای
قم,1400,56.91605,مصرف فرهنگی و رسانه‌ای
کردستان,1400,25.338051,مصرف فرهنگی و رسانه‌ای
کرمان,1400,3.7178087,مصرف فرهنگی و رسانه‌ای
کرمانشاه,1400,11.146678,مصرف فرهنگی و رسانه‌ای
کهگیلویه و بویراحمد,1400,1.3820262,مصرف فرهنگی و رسانه‌ای
لرستان,1400,6.4680953,مصرف فرهنگی و رسانه‌ای
مازندران,1400,50.141418,مصرف فرهنگی و رسانه‌ای
مرکزی,1400,18.935602,مصرف فرهنگی و رسانه‌ای
هرمزگان,1400,29.995802,مصرف فرهنگی و رسانه‌ای
همدان,1400,56.006252,مصرف فرهنگی و رسانه‌ای
چهارمحال و بختیاری,1400,52.308548,مصرف فرهنگی و رسانه‌ای
کل کشور,1400,44.009056,مصرف فرهنگی و رسانه‌ای
گلستان,1400,40.508324,مصرف فرهنگی و رسانه‌ای
گیلان,1400,4.7561154,مصرف فرهنگی و رسانه‌ای
یزد,1400,10.447322,مصرف فرهنگی و رسانه‌ای
آذربایجان شرقی,1401,10.841546,مصرف فرهنگی و رسانه‌ای
آذربایجان غربی,1401,.68488473,مصرف فرهنگی و رسانه‌ای
اردبیل,1401,53.256416,مصرف فرهنگی و رسانه‌ای
اصفهان,1401,67.309837,مصرف فرهنگی و رسانه‌ای
البرز,1401,29.981224,مصرف فرهنگی و رسانه‌ای
ایلام,1401,1.8452172,مصرف فرهنگی و رسانه‌ای
بوشهر,1401,20.942989,مصرف فرهنگی و رسانه‌ای
تهران,1401,47.710575,مصرف فرهنگی و رسانه‌ای
خراسان جنوبی,1401,36.673084,مصرف فرهنگی و رسانه‌ای
خراسان رضوی,1401,22.28854,مصرف فرهنگی و رسانه‌ای
خراسان شمالی,1401,32.010658,مصرف فرهنگی و رسانه‌ای
خوزستان,1401,14.404405,مصرف فرهنگی و رسانه‌ای
زنجان,1401,34.983608,مصرف فرهنگی و رسانه‌ای
سمنان,1401,36.097271,مصرف فرهنگی و رسانه‌ای
سیستان و بلوچستان,1401,.31488279,مصرف فرهنگی و رسانه‌ای
فارس,1401,6.0286717,مصرف فرهنگی و رسانه‌ای
قزوین,1401,50.092266,مصرف فرهنگی و رسانه‌ای
قم,1401,16.461941,مصرف فرهنگی و رسانه‌ای
کردستان,1401,2.6802807,مصرف فرهنگی و رسانه‌ای
کرمان,1401,4.7867603,مصرف فرهنگی و رسانه‌ای
کرمانشاه,1401,18.848013,مصرف فرهنگی و رسانه‌ای
کهگیلویه و بویراحمد,1401,20.753845,مصرف فرهنگی و رسانه‌ای
لرستان,1401,6.4166884,مصرف فرهنگی و رسانه‌ای
مازندران,1401,7.6550412,مصرف فرهنگی و رسانه‌ای
مرکزی,1401,21.108168,مصرف فرهنگی و رسانه‌ای
هرمزگان,1401,14.295628,مصرف فرهنگی و رسانه‌ای
همدان,1401,57.379715,مصرف فرهنگی و رسانه‌ای
چهارمحال و بختیاری,1401,55.272533,مصرف فرهنگی و رسانه‌ای
کل کشور,1401,10.689727,مصرف فرهنگی و رسانه‌ای
گلستان,1401,2.4181499,مصرف فرهنگی و رسانه‌ای
گیلان,1401,41.236786,مصرف فرهنگی و رسانه‌ای
یزد,1401,32.72332,مصرف فرهنگی و رسانه‌ای
آذربایجان شرقی,1402,6.6072049,مصرف فرهنگی و رسانه‌ای
آذربایجان غربی,1402,9.956109,مصرف فرهنگی و رسانه‌ای
اردبیل,1402,20.412195,مصرف فرهنگی و رسانه‌ای
اصفهان,1402,59.753849,مصرف فرهنگی و رسانه‌ای
البرز,1402,28.467924,مصرف فرهنگی و رسانه‌ای
ایلام,1402,3.4940016,مصرف فرهنگی و رسانه‌ای
بوشهر,1402,38.614864,مصرف فرهنگی و رسانه‌ای
تهران,1402,35.093021,مصرف فرهنگی و رسانه‌ای
خراسان جنوبی,1402,7.1167274,مصرف فرهنگی و رسانه‌ای
خراسان رضوی,1402,6.4948664,مصرف فرهنگی و رسانه‌ای
خراسان شمالی,1402,10.079947,مصرف فرهنگی و رسانه‌ای
خوزستان,1402,22.445837,مصرف فرهنگی و رسانه‌ای
زنجان,1402,22.761475,مصرف فرهنگی و رسانه‌ای
سمنان,1402,10.194551,مصرف فرهنگی و رسانه‌ای
سیستان و بلوچستان,1402,2.022743,مصرف فرهنگی و رسانه‌ای
فارس,1402,49.307171,مصرف فرهنگی و رسانه‌ای
قزوین,1402,12.251496,مصرف فرهنگی و رسانه‌ای
قم,1402,54.807816,مصرف فرهنگی و رسانه‌ای
کردستان,1402,1.7680305,مصرف فرهنگی و رسانه‌ای
کرمان,1402,1.8747917,مصرف فرهنگی و رسانه‌ای
کرمانشاه,1402,16.436241,مصرف فرهنگی و رسانه‌ای
کهگیلویه و بویراحمد,1402,13.08059,مصرف فرهنگی و رسانه‌ای
لرستان,1402,14.718257,مصرف فرهنگی و رسانه‌ای
مازندران,1402,8.617691,مصرف فرهنگی و رسانه‌ای
مرکزی,1402,27.489799,مصرف فرهنگی و رسانه‌ای
هرمزگان,1402,45.143223,مصرف فرهنگی و رسانه‌ای
همدان,1402,4.7229667,مصرف فرهنگی و رسانه‌ای
چهارمحال و بختیاری,1402,.029075013,مصرف فرهنگی و رسانه‌ای
کل کشور,1402,23.14423,مصرف فرهنگی و رسانه‌ای
گلستان,1402,26.278532,مصرف فرهنگی و رسانه‌ای
گیلان,1402,9.0002613,مصرف فرهنگی و رسانه‌ای
یزد,1402,22.903986,مصرف فرهنگی و رسانه‌ای
آذربایجان شرقی,1396,25.201715,همبستگی و سرمایه اجتماعی
آذربایجان غربی,1396,27.343779,همبستگی و سرمایه اجتماعی
اردبیل,1396,4.3213592,همبستگی و سرمایه اجتماعی
اصفهان,1396,6.4584846,همبستگی و سرمایه اجتماعی
البرز,1396,6.441617,همبستگی و سرمایه اجتماعی
ایلام,1396,33.455856,همبستگی و سرمایه اجتماعی
بوشهر,1396,43.371948,همبستگی و سرمایه اجتماعی
تهران,1396,6.607945,همبستگی و سرمایه اجتماعی
خراسان جنوبی,1396,41.566387,همبستگی و سرمایه اجتماعی
خراسان رضوی,1396,10.136397,همبستگی و سرمایه اجتماعی
خراسان شمالی,1396,8.7074509,همبستگی و سرمایه اجتماعی
خوزستان,1396,.57831842,همبستگی و سرمایه اجتماعی
زنجان,1396,6.4304905,همبستگی و سرمایه اجتماعی
سمنان,1396,49.315689,همبستگی و سرمایه اجتماعی
سیستان و بلوچستان,1396,1.3195033,همبستگی و سرمایه اجتماعی
فارس,1396,32.277374,همبستگی و سرمایه اجتماعی
قزوین,1396,37.519287,همبستگی و سرمایه اجتماعی
قم,1396,1.0098841,همبستگی و سرمایه اجتماعی
کردستان,1396,3.3706231,همبستگی و سرمایه اجتماعی
کرمان,1396,25.782545,همبستگی و سرمایه اجتماعی
کرمانشاه,1396,10.886335,همبستگی و سرمایه اجتماعی
کهگیلویه و بویراحمد,1396,14.128314,همبستگی و سرمایه اجتماعی
لرستان,1396,.90476769,همبستگی و سرمایه اجتماعی
مازندران,1396,4.2205672,همبستگی و سرمایه اجتماعی
مرکزی,1396,5.8475418,همبستگی و سرمایه اجتماعی
هرمزگان,1396,26.617281,همبستگی و سرمایه اجتماعی
همدان,1396,20.126869,همبستگی و سرمایه اجتماعی
چهارمحال و بختیاری,1396,15.099655,همبستگی و سرمایه اجتماعی
کل کشور,1396,10.972281,همبستگی و سرمایه اجتماعی
گلستان,1396,24.443827,همبستگی و سرمایه اجتماعی
گیلان,1396,5.3783011,همبستگی و سرمایه اجتماعی
یزد,1396,37.136837,همبستگی و سرمایه اجتماعی
آذربایجان شرقی,1397,6.0237427,همبستگی و سرمایه اجتماعی
آذربایجان غربی,1397,3.9362848,همبستگی و سرمایه اجتماعی
اردبیل,1397,47.675652,همبستگی و سرمایه اجتماعی
اصفهان,1397,2.3094716,همبستگی و سرمایه اجتماعی
البرز,1397,1.0720376,همبستگی و سرمایه اجتماعی
ایلام,1397,18.445681,همبستگی و سرمایه اجتماعی
بوشهر,1397,7.8236322,همبستگی و سرمایه اجتماعی
تهران,1397,2.3725078,همبستگی و سرمایه اجتماعی
خراسان جنوبی,1397,43.585297,همبستگی و سرمایه اجتماعی
خراسان رضوی,1397,18.652348,همبستگی و سرمایه اجتماعی
خراسان شمالی,1397,11.095749,همبستگی و سرمایه اجتماعی
خوزستان,1397,1.7406653,همبستگی و سرمایه اجتماعی
زنجان,1397,15.708671,همبستگی و سرمایه اجتماعی
سمنان,1397,.74410772,همبستگی و سرمایه اجتماعی
سیستان و بلوچستان,1397,14.413868,همبستگی و سرمایه اجتماعی
فارس,1397,23.69982,همبستگی و سرمایه اجتماعی
قزوین,1397,12.944801,همبستگی و سرمایه اجتماعی
قم,1397,49.210941,همبستگی و سرمایه اجتماعی
کردستان,1397,5.6520801,همبستگی و سرمایه اجتماعی
کرمان,1397,2.7635303,همبستگی و سرمایه اجتماعی
کرمانشاه,1397,1.1992309,همبستگی و سرمایه اجتماعی
کهگیلویه و بویراحمد,1397,31.414566,همبستگی و سرمایه اجتماعی
لرستان,1397,26.134058,همبستگی و سرمایه اجتماعی
مازندران,1397,3.4960411,همبستگی و سرمایه اجتماعی
مرکزی,1397,10.488458,همبستگی و سرمایه اجتماعی
هرمزگان,1397,35.538494,همبستگی و سرمایه اجتماعی
همدان,1397,6.3307128,همبستگی و سرمایه اجتماعی
چهارمحال و بختیاری,1397,7.8336005,همبستگی و سرمایه اجتماعی
کل کشور,1397,.18114036,همبستگی و سرمایه اجتماعی
گلستان,1397,52.033886,همبستگی و سرمایه اجتماعی
گیلان,1397,15.90433,همبستگی و سرمایه اجتماعی
یزد,1397,30.877678,همبستگی و سرمایه اجتماعی
آذربایجان شرقی,1402,7.0608606,همبستگی و سرمایه اجتماعی
آذربایجان غربی,1402,7.3344202,همبستگی و سرمایه اجتماعی
اردبیل,1402,18.35899,همبستگی و سرمایه اجتماعی
اصفهان,1402,13.192744,همبستگی و سرمایه اجتماعی
البرز,1402,14.938382,همبستگی و سرمایه اجتماعی
ایلام,1402,15.675517,همبستگی و سرمایه اجتماعی
بوشهر,1402,11.552935,همبستگی و سرمایه اجتماعی
تهران,1402,9.5090075,همبستگی و سرمایه اجتماعی
خراسان جنوبی,1402,20.228621,همبستگی و سرمایه اجتماعی
خراسان رضوی,1402,27.875635,همبستگی و سرمایه اجتماعی
خراسان شمالی,1402,54.703857,همبستگی و سرمایه اجتماعی
خوزستان,1402,18.723183,همبستگی و سرمایه اجتماعی
زنجان,1402,11.16022,همبستگی و سرمایه اجتماعی
سمنان,1402,36.340168,همبستگی و سرمایه اجتماعی
سیستان و بلوچستان,1402,13.412175,همبستگی و سرمایه اجتماعی
فارس,1402,32.780514,همبستگی و سرمایه اجتماعی
قزوین,1402,7.4285612,همبستگی و سرمایه اجتماعی
قم,1402,62.316692,همبستگی و سرمایه اجتماعی
کردستان,1402,2.9792583,همبستگی و سرمایه اجتماعی
کرمان,1402,1.1605856,همبستگی و سرمایه اجتماعی
کرمانشاه,1402,3.9365823,همبستگی و سرمایه اجتماعی
کهگیلویه و بویراحمد,1402,62.706974,همبستگی و سرمایه اجتماعی
لرستان,1402,4.9085526,همبستگی و سرمایه اجتماعی
مازندران,1402,7.1226492,همبستگی و سرمایه اجتماعی
مرکزی,1402,22.219391,همبستگی و سرمایه اجتماعی
هرمزگان,1402,19.870628,همبستگی و سرمایه اجتماعی
همدان,1402,9.4277649,همبستگی و سرمایه اجتماعی
چهارمحال و بختیاری,1402,40.876102,همبستگی و سرمایه اجتماعی
کل کشور,1402,31.680151,همبستگی و سرمایه اجتماعی
گلستان,1402,39.200058,همبستگی و سرمایه اجتماعی
گیلان,1402,11.942438,همبستگی و سرمایه اجتماعی
یزد,1402,23.452396,همبستگی و سرمایه اجتماعی
آذربایجان شرقی,1395,13.303512,دانش و سرمایه انسانی
آذربایجان غربی,1395,12.754566,دانش و سرمایه انسانی
اردبیل,1395,40.731949,دانش و سرمایه انسانی
اصفهان,1395,19.033451,دانش و سرمایه انسانی
البرز,1395,23.437704,دانش و سرمایه انسانی
ایلام,1395,31.258999,دانش و سرمایه انسانی
بوشهر,1395,20.773808,دانش و سرمایه انسانی
تهران,1395,16.139614,دانش و سرمایه انسانی
خراسان جنوبی,1395,21.854801,دانش و سرمایه انسانی
خراسان رضوی,1395,16.093534,دانش و سرمایه انسانی
خراسان شمالی,1395,3.0371461,دانش و سرمایه انسانی
خوزستان,1395,21.857895,دانش و سرمایه انسانی
زنجان,1395,15.738148,دانش و سرمایه انسانی
سمنان,1395,19.529333,دانش و سرمایه انسانی
سیستان و بلوچستان,1395,.21747635,دانش و سرمایه انسانی
فارس,1395,9.7767239,دانش و سرمایه انسانی
قزوین,1395,22.058746,دانش و سرمایه انسانی
قم,1395,8.5583401,دانش و سرمایه انسانی
کردستان,1395,1.7597476,دانش و سرمایه انسانی
کرمان,1395,.83673614,دانش و سرمایه انسانی
کرمانشاه,1395,18.502666,دانش و سرمایه انسانی
کهگیلویه و بویراحمد,1395,1.9951702,دانش و سرمایه انسانی
لرستان,1395,7.7830234,دانش و سرمایه انسانی
مازندران,1395,18.075333,دانش و سرمایه انسانی
مرکزی,1395,43.234089,دانش و سرمایه انسانی
هرمزگان,1395,1.671226,دانش و سرمایه انسانی
همدان,1395,5.8082209,دانش و سرمایه انسانی
چهارمحال و بختیاری,1395,23.969023,دانش و سرمایه انسانی
کل کشور,1395,34.705742,دانش و سرمایه انسانی
گلستان,1395,10.747623,دانش و سرمایه انسانی
گیلان,1395,45.503487,دانش و سرمایه انسانی
یزد,1395,1.522423,دانش و سرمایه انسانی
آذربایجان شرقی,1396,39.434101,دانش و سرمایه انسانی
آذربایجان غربی,1396,.29501417,دانش و سرمایه انسانی
اردبیل,1396,2.8349388,دانش و سرمایه انسانی
اصفهان,1396,1.6826535,دانش و سرمایه انسانی
البرز,1396,.88589519,دانش و سرمایه انسانی
ایلام,1396,6.588655,دانش و سرمایه انسانی
بوشهر,1396,38.399021,دانش و سرمایه انسانی
تهران,1396,7.4661746,دانش و سرمایه انسانی
خراسان جنوبی,1396,22.333099,دانش و سرمایه انسانی
خراسان رضوی,1396,8.9824839,دانش و سرمایه انسانی
خراسان شمالی,1396,1.3530225,دانش و سرمایه انسانی
خوزستان,1396,6.0558434,دانش و سرمایه انسانی
زنجان,1396,2.1149807,دانش و سرمایه انسانی
سمنان,1396,24.495491,دانش و سرمایه انسانی
سیستان و بلوچستان,1396,.09599489,دانش و سرمایه انسانی
فارس,1396,43.190479,دانش و سرمایه انسانی
قزوین,1396,9.9014864,دانش و سرمایه انسانی
قم,1396,11.402929,دانش و سرمایه انسانی
کردستان,1396,16.006294,دانش و سرمایه انسانی
کرمان,1396,31.269554,دانش و سرمایه انسانی
کرمانشاه,1396,17.288788,دانش و سرمایه انسانی
کهگیلویه و بویراحمد,1396,16.474403,دانش و سرمایه انسانی
لرستان,1396,7.4177341,دانش و سرمایه انسانی
مازندران,1396,40.44043,دانش و سرمایه انسانی
مرکزی,1396,22.938261,دانش و سرمایه انسانی
هرمزگان,1396,16.578222,دانش و سرمایه انسانی
همدان,1396,31.757452,دانش و سرمایه انسانی
چهارمحال و بختیاری,1396,36.394787,دانش و سرمایه انسانی
کل کشور,1396,46.661694,دانش و سرمایه انسانی
گلستان,1396,31.449039,دانش و سرمایه انسانی
گیلان,1396,13.599843,دانش و سرمایه انسانی
یزد,1396,40.543591,دانش و سرمایه انسانی
آذربایجان شرقی,1397,31.319954,دانش و سرمایه انسانی
آذربایجان غربی,1397,1.3031924,دانش و سرمایه انسانی
اردبیل,1397,30.818142,دانش و سرمایه انسانی
اصفهان,1397,26.446541,دانش و سرمایه انسانی
البرز,1397,24.437332,دانش و سرمایه انسانی
ایلام,1397,16.934263,دانش و سرمایه انسانی
بوشهر,1397,21.024218,دانش و سرمایه انسانی
تهران,1397,23.307135,دانش و سرمایه انسانی
خراسان جنوبی,1397,28.884361,دانش و سرمایه انسانی
خراسان رضوی,1397,16.376032,دانش و سرمایه انسانی
خراسان شمالی,1397,10.790145,دانش و سرمایه انسانی
خوزستان,1397,8.9513798,دانش و سرمایه انسانی
زنجان,1397,27.543974,دانش و سرمایه انسانی
سمنان,1397,46.039417,دانش و سرمایه انسانی
سیستان و بلوچستان,1397,.043179635,دانش و سرمایه انسانی
فارس,1397,63.520824,دانش و سرمایه انسانی
قزوین,1397,17.496256,دانش و سرمایه انسانی
قم,1397,32.144161,دانش و سرمایه انسانی
کردستان,1397,27.813786,دانش و سرمایه انسانی
کرمان,1397,45.896946,دانش و سرمایه انسانی
کرمانشاه,1397,11.548762,دانش و سرمایه انسانی
کهگیلویه و بویراحمد,1397,6.8293076,دانش و سرمایه انسانی
لرستان,1397,11.337521,دانش و سرمایه انسانی
مازندران,1397,20.79793,دانش و سرمایه انسانی
مرکزی,1397,5.6871324,دانش و سرمایه انسانی
هرمزگان,1397,14.262224,دانش و سرمایه انسانی
همدان,1397,41.17918,دانش و سرمایه انسانی
چهارمحال و بختیاری,1397,18.943611,دانش و سرمایه انسانی
کل کشور,1397,43.695164,دانش و سرمایه انسانی
گلستان,1397,6.1328845,دانش و سرمایه انسانی
گیلان,1397,48.08942,دانش و سرمایه انسانی
یزد,1397,45.781128,دانش و سرمایه انسانی
آذربایجان شرقی,1398,31.589231,دانش و سرمایه انسانی
آذربایجان غربی,1398,9.5085421,دانش و سرمایه انسانی
اردبیل,1398,38.942444,دانش و سرمایه انسانی
اصفهان,1398,25.946634,دانش و سرمایه انسانی
البرز,1398,18.730452,دانش و سرمایه انسانی
ایلام,1398,6.7973962,دانش و سرمایه انسانی
بوشهر,1398,35.572189,دانش و سرمایه انسانی
تهران,1398,22.448969,دانش و سرمایه انسانی
خراسان جنوبی,1398,38.498634,دانش و سرمایه انسانی
خراسان رضوی,1398,11.649215,دانش و سرمایه انسانی
خراسان شمالی,1398,11.224069,دانش و سرمایه انسانی
خوزستان,1398,3.4508476,دانش و سرمایه انسانی
زنجان,1398,16.725376,دانش و سرمایه انسانی
سمنان,1398,52.553841,دانش و سرمایه انسانی
سیستان و بلوچستان,1398,.22206372,دانش و سرمایه انسانی
فارس,1398,19.717083,دانش و سرمایه انسانی
قزوین,1398,22.312883,دانش و سرمایه انسانی
قم,1398,31.510281,دانش و سرمایه انسانی
کردستان,1398,8.2177086,دانش و سرمایه انسانی
کرمان,1398,1.9064605,دانش و سرمایه انسانی
کرمانشاه,1398,22.396605,دانش و سرمایه انسانی
کهگیلویه و بویراحمد,1398,9.0846815,دانش و سرمایه انسانی
لرستان,1398,5.3190656,دانش و سرمایه انسانی
مازندران,1398,5.5238523,دانش و سرمایه انسانی
مرکزی,1398,6.1398306,دانش و سرمایه انسانی
هرمزگان,1398,19.850119,دانش و سرمایه انسانی
همدان,1398,12.002388,دانش و سرمایه انسانی
چهارمحال و بختیاری,1398,31.020309,دانش و سرمایه انسانی
کل کشور,1398,23.990406,دانش و سرمایه انسانی
گلستان,1398,11.20456,دانش و سرمایه انسانی
گیلان,1398,42.457302,دانش و سرمایه انسانی
یزد,1398,13.023256,دانش و سرمایه انسانی
آذربایجان شرقی,1399,56.479134,دانش و سرمایه انسانی
آذربایجان غربی,1399,13.105094,دانش و سرمایه انسانی
اردبیل,1399,2.4366515,دانش و سرمایه انسانی
اصفهان,1399,28.588606,دانش و سرمایه انسانی
البرز,1399,16.936268,دانش و سرمایه انسانی
ایلام,1399,.8503266,دانش و سرمایه انسانی
بوشهر,1399,1.6503282,دانش و سرمایه انسانی
تهران,1399,9.9768219,دانش و سرمایه انسانی
خراسان جنوبی,1399,20.239548,دانش و سرمایه انسانی
خراسان رضوی,1399,16.013809,دانش و سرمایه انسانی
خراسان شمالی,1399,26.890738,دانش و سرمایه انسانی
خوزستان,1399,23.666534,دانش و سرمایه انسانی
زنجان,1399,51.975452,دانش و سرمایه انسانی
سمنان,1399,17.419991,دانش و سرمایه انسانی
سیستان و بلوچستان,1399,.1283998,دانش و سرمایه انسانی
فارس,1399,31.622679,دانش و سرمایه انسانی
قزوین,1399,51.764225,دانش و سرمایه انسانی
قم,1399,27.122784,دانش و سرمایه انسانی
کردستان,1399,18.335321,دانش و سرمایه انسانی
کرمان,1399,20.582682,دانش و سرمایه انسانی
کرمانشاه,1399,11.054741,دانش و سرمایه انسانی
کهگیلویه و بویراحمد,1399,4.2297945,دانش و سرمایه انسانی
لرستان,1399,12.611376,دانش و سرمایه انسانی
مازندران,1399,56.46104,دانش و سرمایه انسانی
مرکزی,1399,29.856998,دانش و سرمایه انسانی
هرمزگان,1399,22.432648,دانش و سرمایه انسانی
همدان,1399,38.752956,دانش و سرمایه انسانی
چهارمحال و بختیاری,1399,9.1262388,دانش و سرمایه انسانی
کل کشور,1399,27.664732,دانش و سرمایه انسانی
گلستان,1399,9.0523682,دانش و سرمایه انسانی
گیلان,1399,39.660789,دانش و سرمایه انسانی
یزد,1399,.67767078,دانش و سرمایه انسانی
آذربایجان شرقی,1400,30.04917,دانش و سرمایه انسانی
آذربایجان غربی,1400,2.697438,دانش و سرمایه انسانی
اردبیل,1400,6.4913073,دانش و سرمایه انسانی
اصفهان,1400,37.390163,دانش و سرمایه انسانی
البرز,1400,3.6787612,دانش و سرمایه انسانی
ایلام,1400,37.465973,دانش و سرمایه انسانی
بوشهر,1400,27.111269,دانش و سرمایه انسانی
تهران,1400,16.141443,دانش و سرمایه انسانی
خراسان جنوبی,1400,31.231569,دانش و سرمایه انسانی
خراسان رضوی,1400,9.0033617,دانش و سرمایه انسانی
خراسان شمالی,1400,29.650742,دانش و سرمایه انسانی
خوزستان,1400,15.456395,دانش و سرمایه انسانی
زنجان,1400,22.651342,دانش و سرمایه انسانی
سمنان,1400,12.247479,دانش و سرمایه انسانی
سیستان و بلوچستان,1400,.28021634,دانش و سرمایه انسانی
فارس,1400,25.312099,دانش و سرمایه انسانی
قزوین,1400,36.588455,دانش و سرمایه انسانی
قم,1400,13.813968,دانش و سرمایه انسانی
کردستان,1400,1.2105207,دانش و سرمایه انسانی
کرمان,1400,17.305304,دانش و سرمایه انسانی
کرمانشاه,1400,36.470001,دانش و سرمایه انسانی
کهگیلویه و بویراحمد,1400,24.946007,دانش و سرمایه انسانی
لرستان,1400,6.7483015,دانش و سرمایه انسانی
مازندران,1400,67.186333,دانش و سرمایه انسانی
مرکزی,1400,12.656018,دانش و سرمایه انسانی
هرمزگان,1400,1.0065351,دانش و سرمایه انسانی
همدان,1400,15.991753,دانش و سرمایه انسانی
چهارمحال و بختیاری,1400,21.938614,دانش و سرمایه انسانی
کل کشور,1400,37.08989,دانش و سرمایه انسانی
گلستان,1400,35.385807,دانش و سرمایه انسانی
گیلان,1400,4.4184175,دانش و سرمایه انسانی
یزد,1400,37.948685,دانش و سرمایه انسانی
آذربایجان شرقی,1401,45.033436,دانش و سرمایه انسانی
آذربایجان غربی,1401,3.6444712,دانش و سرمایه انسانی
اردبیل,1401,9.1644402,دانش و سرمایه انسانی
اصفهان,1401,24.930906,دانش و سرمایه انسانی
البرز,1401,8.7547665,دانش و سرمایه انسانی
ایلام,1401,.9289102,دانش و سرمایه انسانی
بوشهر,1401,15.765137,دانش و سرمایه انسانی
تهران,1401,26.237352,دانش و سرمایه انسانی
خراسان جنوبی,1401,25.116329,دانش و سرمایه انسانی
خراسان رضوی,1401,9.8358946,دانش و سرمایه انسانی
خراسان شمالی,1401,16.961205,دانش و سرمایه انسانی
خوزستان,1401,5.0566392,دانش و سرمایه انسانی
زنجان,1401,3.0220697,دانش و سرمایه انسانی
سمنان,1401,6.0008297,دانش و سرمایه انسانی
سیستان و بلوچستان,1401,.11538012,دانش و سرمایه انسانی
فارس,1401,43.595078,دانش و سرمایه انسانی
قزوین,1401,24.63236,دانش و سرمایه انسانی
قم,1401,7.9071503,دانش و سرمایه انسانی
کردستان,1401,2.4857409,دانش و سرمایه انسانی
کرمان,1401,14.165206,دانش و سرمایه انسانی
کرمانشاه,1401,22.279734,دانش و سرمایه انسانی
کهگیلویه و بویراحمد,1401,4.856451,دانش و سرمایه انسانی
لرستان,1401,30.59037,دانش و سرمایه انسانی
مازندران,1401,51.52916,دانش و سرمایه انسانی
مرکزی,1401,37.431717,دانش و سرمایه انسانی
هرمزگان,1401,18.465019,دانش و سرمایه انسانی
همدان,1401,24.450682,دانش و سرمایه انسانی
چهارمحال و بختیاری,1401,28.018543,دانش و سرمایه انسانی
کل کشور,1401,.73398751,دانش و سرمایه انسانی
گلستان,1401,23.152962,دانش و سرمایه انسانی
گیلان,1401,10.040284,دانش و سرمایه انسانی
یزد,1401,17.938278,دانش و سرمایه انسانی
آذربایجان شرقی,1402,13.854156,دانش و سرمایه انسانی
آذربایجان غربی,1402,2.8179951,دانش و سرمایه انسانی
اردبیل,1402,15.532806,دانش و سرمایه انسانی
اصفهان,1402,40.179379,دانش و سرمایه انسانی
البرز,1402,11.11174,دانش و سرمایه انسانی
ایلام,1402,30.855728,دانش و سرمایه انسانی
بوشهر,1402,9.5869169,دانش و سرمایه انسانی
تهران,1402,7.7097011,دانش و سرمایه انسانی
خراسان جنوبی,1402,.91476452,دانش و سرمایه انسانی
خراسان رضوی,1402,10.605159,دانش و سرمایه انسانی
خراسان شمالی,1402,15.146482,دانش و سرمایه انسانی
خوزستان,1402,21.564167,دانش و سرمایه انسانی
زنجان,1402,52.727608,دانش و سرمایه انسانی
سمنان,1402,39.068737,دانش و سرمایه انسانی
سیستان و بلوچستان,1402,.14089972,دانش و سرمایه انسانی
فارس,1402,50.703354,دانش و سرمایه انسانی
قزوین,1402,45.204998,دانش و سرمایه انسانی
قم,1402,30.998468,دانش و سرمایه انسانی
کردستان,1402,14.080163,دانش و سرمایه انسانی
کرمان,1402,7.4355984,دانش و سرمایه انسانی
کرمانشاه,1402,13.079052,دانش و سرمایه انسانی
کهگیلویه و بویراحمد,1402,4.2943873,دانش و سرمایه انسانی
لرستان,1402,9.9645405,دانش و سرمایه انسانی
مازندران,1402,45.48431,دانش و سرمایه انسانی
مرکزی,1402,.15023433,دانش و سرمایه انسانی
هرمزگان,1402,15.691142,دانش و سرمایه انسانی
همدان,1402,1.420454,دانش و سرمایه انسانی
چهارمحال و بختیاری,1402,28.447231,دانش و سرمایه انسانی
کل کشور,1402,15.47315,دانش و سرمایه انسانی
گلستان,1402,14.676252,دانش و سرمایه انسانی
گیلان,1402,10.285007,دانش و سرمایه انسانی
یزد,1402,24.868599,دانش و سرمایه انسانی
آذربایجان شرقی,1403,45.865341,دانش و سرمایه انسانی
آذربایجان غربی,1403,24.132927,دانش و سرمایه انسانی
