province_name,topic_name,subtopic_name,cluster_group,subtopic_score
خراسان رضوی,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,1,15.649836
خراسان رضوی,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,1,13.025881
خراسان رضوی,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,1,7.7214246
خراسان رضوی,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,3,38.332741
خراسان رضوی,رفاه و عدالت اجتماعی,حمایت اجتماعی,3,12.259396
خراسان رضوی,رفاه و عدالت اجتماعی,زیرساخت آموزشی,3,21.607794
خراسان رضوی,رفاه و عدالت اجتماعی,سلامت و بهداشت,3,3.0271175
خراسان رضوی,رفاه و عدالت اجتماعی,مسکن و سرپناه,3,18.80217
خراسان رضوی,مسائل اجتماعی,جرم و ناامنی,9,24.577478
خراسان رضوی,مسائل اجتماعی,سلامت اجتماعی,9,63.45649
خراسان رضوی,مسائل اجتماعی,سبک زندگی و مصرف,9,22.205109
خراسان رضوی,مسائل اجتماعی,باورها و رفتارهای فرهنگی,9,35.739765
خراسان رضوی,مسائل اجتماعی,روابط و امنیت اجتماعی,9,21.587103
خراسان شمالی,معنویت و ارزش‌های دینی,باور دینی,5,6.7720509
خراسان شمالی,معنویت و ارزش‌های دینی,عمل دینی,5,7.8336811
خراسان شمالی,معنویت و ارزش‌های دینی,هویت و پیوند دینی,5,9.3957891
خراسان شمالی,معنویت و ارزش‌های دینی,مشارکت مذهبی,5,33.376167
خراسان شمالی,معنویت و ارزش‌های دینی,سبک زندگی دینی,5,31.030956
خراسان شمالی,زندگی خانوادگی,تشکیل خانواده,3,.38526699
خراسان شمالی,زندگی خانوادگی,فرزندآوری,3,20.248741
خراسان شمالی,زندگی خانوادگی,روابط خانوادگی,3,2.7051315
خراسان شمالی,زندگی خانوادگی,پایداری خانواده,3,32.38522
خراسان شمالی,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,1,17.477015
خراسان شمالی,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,1,22.625549
خراسان شمالی,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,1,53.2477
خراسان شمالی,مصرف فرهنگی و رسانه‌ای,مد و فراغت,1,17.987776
خراسان شمالی,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,8,41.913311
خراسان شمالی,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,8,26.901011
خراسان شمالی,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,8,29.982584
خراسان شمالی,همبستگی و سرمایه اجتماعی,تعلق ملی,8,35.503498
خراسان شمالی,دانش و سرمایه انسانی,عدالت آموزشی,4,2.1407161
خراسان شمالی,دانش و سرمایه انسانی,فراگیری آموزش,4,10.437737
خراسان شمالی,دانش و سرمایه انسانی,کیفیت آموزشی,4,50.044945
خراسان شمالی,معیشت و فرهنگ اقتصادی,الگوی مصرف,1,6.9704976
خراسان شمالی,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,1,59.645111
خراسان شمالی,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,1,30.723684
خراسان شمالی,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,1,42.719379
خراسان شمالی,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,1,22.993591
خراسان شمالی,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,9,5.3903818
خراسان شمالی,رفاه و عدالت اجتماعی,حمایت اجتماعی,9,25.034975
خراسان شمالی,رفاه و عدالت اجتماعی,زیرساخت آموزشی,9,5.7273016
خراسان شمالی,رفاه و عدالت اجتماعی,سلامت و بهداشت,9,22.087605
خراسان شمالی,رفاه و عدالت اجتماعی,مسکن و سرپناه,9,18.050941
خراسان شمالی,مسائل اجتماعی,جرم و ناامنی,3,43.553055
خراسان شمالی,مسائل اجتماعی,سلامت اجتماعی,3,23.465714
خراسان شمالی,مسائل اجتماعی,سبک زندگی و مصرف,3,6.688375
خراسان شمالی,مسائل اجتماعی,باورها و رفتارهای فرهنگی,3,47.634441
خراسان شمالی,مسائل اجتماعی,روابط و امنیت اجتماعی,3,2.1085556
خوزستان,معنویت و ارزش‌های دینی,باور دینی,4,48.114471
خوزستان,معنویت و ارزش‌های دینی,عمل دینی,4,29.112125
خوزستان,معنویت و ارزش‌های دینی,هویت و پیوند دینی,4,1.4395779
خوزستان,معنویت و ارزش‌های دینی,مشارکت مذهبی,4,65.958641
خوزستان,معنویت و ارزش‌های دینی,سبک زندگی دینی,4,38.686871
خوزستان,زندگی خانوادگی,تشکیل خانواده,2,22.358273
خوزستان,زندگی خانوادگی,فرزندآوری,2,66.113457
خوزستان,زندگی خانوادگی,روابط خانوادگی,2,9.7642298
خوزستان,زندگی خانوادگی,پایداری خانواده,2,20.268152
خوزستان,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,1,2.3502154
خوزستان,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,1,10.858059
خوزستان,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,1,30.148411
خوزستان,مصرف فرهنگی و رسانه‌ای,مد و فراغت,1,9.2085505
خوزستان,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,7,29.04772
خوزستان,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,7,6.4363799
خوزستان,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,7,8.646348
خوزستان,همبستگی و سرمایه اجتماعی,تعلق ملی,7,16.670456
خوزستان,دانش و سرمایه انسانی,عدالت آموزشی,4,33.380661
خوزستان,دانش و سرمایه انسانی,فراگیری آموزش,4,7.686348
خوزستان,دانش و سرمایه انسانی,کیفیت آموزشی,4,9.6777725
خوزستان,معیشت و فرهنگ اقتصادی,الگوی مصرف,4,50.400372
خوزستان,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,4,10.267668
خوزستان,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,4,6.6239533
خوزستان,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,4,3.9882927
خوزستان,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,4,6.5172801
خوزستان,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,1,22.802593
خوزستان,رفاه و عدالت اجتماعی,حمایت اجتماعی,1,41.746525
خوزستان,رفاه و عدالت اجتماعی,زیرساخت آموزشی,1,24.675257
خوزستان,رفاه و عدالت اجتماعی,سلامت و بهداشت,1,8.9027023
خوزستان,رفاه و عدالت اجتماعی,مسکن و سرپناه,1,7.6575136
خوزستان,مسائل اجتماعی,جرم و ناامنی,6,7.1658206
خوزستان,مسائل اجتماعی,سلامت اجتماعی,6,22.145832
خوزستان,مسائل اجتماعی,سبک زندگی و مصرف,6,11.20907
خوزستان,مسائل اجتماعی,باورها و رفتارهای فرهنگی,6,1.7036799
خوزستان,مسائل اجتماعی,روابط و امنیت اجتماعی,6,9.6753845
زنجان,معنویت و ارزش‌های دینی,باور دینی,4,42.175747
زنجان,معنویت و ارزش‌های دینی,عمل دینی,4,43.010941
زنجان,معنویت و ارزش‌های دینی,هویت و پیوند دینی,4,7.8771892
زنجان,معنویت و ارزش‌های دینی,مشارکت مذهبی,4,52.802036
زنجان,معنویت و ارزش‌های دینی,سبک زندگی دینی,4,19.036476
زنجان,زندگی خانوادگی,تشکیل خانواده,4,8.177412
زنجان,زندگی خانوادگی,فرزندآوری,4,8.979146
زنجان,زندگی خانوادگی,روابط خانوادگی,4,4.9706345
زنجان,زندگی خانوادگی,پایداری خانواده,4,1.6563787
زنجان,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,6,6.7381177
زنجان,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,6,21.620136
زنجان,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,6,26.062056
زنجان,مصرف فرهنگی و رسانه‌ای,مد و فراغت,6,8.4867506
زنجان,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,1,.14919692
زنجان,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,1,30.726856
زنجان,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,1,5.2517023
زنجان,همبستگی و سرمایه اجتماعی,تعلق ملی,1,37.958225
زنجان,دانش و سرمایه انسانی,عدالت آموزشی,5,12.490861
زنجان,دانش و سرمایه انسانی,فراگیری آموزش,5,39.087238
زنجان,دانش و سرمایه انسانی,کیفیت آموزشی,5,44.633812
زنجان,معیشت و فرهنگ اقتصادی,الگوی مصرف,1,15.034213
زنجان,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,1,40.7929
زنجان,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,1,15.16371
زنجان,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,1,1.5660312
زنجان,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,1,42.759922
زنجان,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,1,32.859844
زنجان,رفاه و عدالت اجتماعی,حمایت اجتماعی,1,21.600056
زنجان,رفاه و عدالت اجتماعی,زیرساخت آموزشی,1,52.212341
زنجان,رفاه و عدالت اجتماعی,سلامت و بهداشت,1,27.817736
زنجان,رفاه و عدالت اجتماعی,مسکن و سرپناه,1,26.658937
زنجان,مسائل اجتماعی,جرم و ناامنی,2,7.4025412
زنجان,مسائل اجتماعی,سلامت اجتماعی,2,3.3454716
زنجان,مسائل اجتماعی,سبک زندگی و مصرف,2,12.388171
زنجان,مسائل اجتماعی,باورها و رفتارهای فرهنگی,2,.049410287
زنجان,مسائل اجتماعی,روابط و امنیت اجتماعی,2,32.635174
سمنان,معنویت و ارزش‌های دینی,باور دینی,4,5.3653479
سمنان,معنویت و ارزش‌های دینی,عمل دینی,4,4.1228633
سمنان,معنویت و ارزش‌های دینی,هویت و پیوند دینی,4,37.934265
سمنان,معنویت و ارزش‌های دینی,مشارکت مذهبی,4,29.063042
سمنان,معنویت و ارزش‌های دینی,سبک زندگی دینی,4,12.027981
سمنان,زندگی خانوادگی,تشکیل خانواده,8,7.9913387
سمنان,زندگی خانوادگی,فرزندآوری,8,12.933617
سمنان,زندگی خانوادگی,روابط خانوادگی,8,5.3600831
سمنان,زندگی خانوادگی,پایداری خانواده,8,1.4389696
سمنان,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,3,11.948446
سمنان,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,3,3.6639588
سمنان,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,3,3.5277362
سمنان,مصرف فرهنگی و رسانه‌ای,مد و فراغت,3,11.379834
سمنان,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,9,37.20475
سمنان,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,9,4.5835714
سمنان,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,9,2.0188692
سمنان,همبستگی و سرمایه اجتماعی,تعلق ملی,9,11.799711
سمنان,دانش و سرمایه انسانی,عدالت آموزشی,5,7.7480783
سمنان,دانش و سرمایه انسانی,فراگیری آموزش,5,4.6050482
سمنان,دانش و سرمایه انسانی,کیفیت آموزشی,5,2.0021179
سمنان,معیشت و فرهنگ اقتصادی,الگوی مصرف,1,13.959845
سمنان,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,1,10.34947
سمنان,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,1,35.76075
سمنان,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,1,16.141821
سمنان,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,1,17.234219
سمنان,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,4,8.2965736
سمنان,رفاه و عدالت اجتماعی,حمایت اجتماعی,4,2.977756
سمنان,رفاه و عدالت اجتماعی,زیرساخت آموزشی,4,42.24239
سمنان,رفاه و عدالت اجتماعی,سلامت و بهداشت,4,5.8548803
سمنان,رفاه و عدالت اجتماعی,مسکن و سرپناه,4,5.1687684
سمنان,مسائل اجتماعی,جرم و ناامنی,10,33.78595
سمنان,مسائل اجتماعی,سلامت اجتماعی,10,39.787319
سمنان,مسائل اجتماعی,سبک زندگی و مصرف,10,68.611153
سمنان,مسائل اجتماعی,باورها و رفتارهای فرهنگی,10,31.184435
سمنان,مسائل اجتماعی,روابط و امنیت اجتماعی,10,54.334641
سیستان و بلوچستان,معنویت و ارزش‌های دینی,باور دینی,3,.64702892
سیستان و بلوچستان,معنویت و ارزش‌های دینی,عمل دینی,3,12.855173
سیستان و بلوچستان,معنویت و ارزش‌های دینی,هویت و پیوند دینی,3,12.006943
سیستان و بلوچستان,معنویت و ارزش‌های دینی,مشارکت مذهبی,3,11.807217
سیستان و بلوچستان,معنویت و ارزش‌های دینی,سبک زندگی دینی,3,38.110409
سیستان و بلوچستان,زندگی خانوادگی,تشکیل خانواده,9,55.496967
سیستان و بلوچستان,زندگی خانوادگی,فرزندآوری,9,73.198181
سیستان و بلوچستان,زندگی خانوادگی,روابط خانوادگی,9,8.0612059
سیستان و بلوچستان,زندگی خانوادگی,پایداری خانواده,9,18.003525
سیستان و بلوچستان,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,9,1.7652855
سیستان و بلوچستان,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,9,2.0317276
سیستان و بلوچستان,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,9,7.4957671
سیستان و بلوچستان,مصرف فرهنگی و رسانه‌ای,مد و فراغت,9,7.7979379
سیستان و بلوچستان,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,1,16.571913
سیستان و بلوچستان,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,1,72.013954
سیستان و بلوچستان,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,1,6.0218887
سیستان و بلوچستان,همبستگی و سرمایه اجتماعی,تعلق ملی,1,6.3928528
سیستان و بلوچستان,دانش و سرمایه انسانی,عدالت آموزشی,3,16.894447
سیستان و بلوچستان,دانش و سرمایه انسانی,فراگیری آموزش,3,.48595557
سیستان و بلوچستان,دانش و سرمایه انسانی,کیفیت آموزشی,3,.69384944
سیستان و بلوچستان,معیشت و فرهنگ اقتصادی,الگوی مصرف,5,6.9436698
سیستان و بلوچستان,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,5,1.7410402
سیستان و بلوچستان,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,5,.61321568
سیستان و بلوچستان,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,5,5.3843665
سیستان و بلوچستان,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,5,1.4469012
سیستان و بلوچستان,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,10,1.392054
سیستان و بلوچستان,رفاه و عدالت اجتماعی,حمایت اجتماعی,10,17.702595
سیستان و بلوچستان,رفاه و عدالت اجتماعی,زیرساخت آموزشی,10,22.547201
سیستان و بلوچستان,رفاه و عدالت اجتماعی,سلامت و بهداشت,10,5.993041
سیستان و بلوچستان,رفاه و عدالت اجتماعی,مسکن و سرپناه,10,.57664806
سیستان و بلوچستان,مسائل اجتماعی,جرم و ناامنی,12,1.6375568
سیستان و بلوچستان,مسائل اجتماعی,سلامت اجتماعی,12,32.303307
سیستان و بلوچستان,مسائل اجتماعی,سبک زندگی و مصرف,12,64.803497
سیستان و بلوچستان,مسائل اجتماعی,باورها و رفتارهای فرهنگی,12,12.880753
سیستان و بلوچستان,مسائل اجتماعی,روابط و امنیت اجتماعی,12,.95759445
فارس,معنویت و ارزش‌های دینی,باور دینی,1,9.3256302
فارس,معنویت و ارزش‌های دینی,عمل دینی,1,4.6376591
فارس,معنویت و ارزش‌های دینی,هویت و پیوند دینی,1,13.8851
فارس,معنویت و ارزش‌های دینی,مشارکت مذهبی,1,6.0730658
فارس,معنویت و ارزش‌های دینی,سبک زندگی دینی,1,23.321642
فارس,زندگی خانوادگی,تشکیل خانواده,8,11.398373
فارس,زندگی خانوادگی,فرزندآوری,8,15.804543
فارس,زندگی خانوادگی,روابط خانوادگی,8,.49549502
فارس,زندگی خانوادگی,پایداری خانواده,8,31.954845
فارس,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,2,29.96176
فارس,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,2,36.777489
فارس,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,2,8.8806839
فارس,مصرف فرهنگی و رسانه‌ای,مد و فراغت,2,12.198501
فارس,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,4,10.586895
فارس,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,4,12.931444
فارس,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,4,13.828662
فارس,همبستگی و سرمایه اجتماعی,تعلق ملی,4,7.5432215
فارس,دانش و سرمایه انسانی,عدالت آموزشی,1,33.707195
فارس,دانش و سرمایه انسانی,فراگیری آموزش,1,41.541916
فارس,دانش و سرمایه انسانی,کیفیت آموزشی,1,19.104017
فارس,معیشت و فرهنگ اقتصادی,الگوی مصرف,5,9.3875637
فارس,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,5,1.3237649
فارس,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,5,18.262589
فارس,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,5,6.6483049
فارس,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,5,10.891078
فارس,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,1,23.018219
فارس,رفاه و عدالت اجتماعی,حمایت اجتماعی,1,37.748169
فارس,رفاه و عدالت اجتماعی,زیرساخت آموزشی,1,1.4836918
فارس,رفاه و عدالت اجتماعی,سلامت و بهداشت,1,10.287145
فارس,رفاه و عدالت اجتماعی,مسکن و سرپناه,1,24.212351
فارس,مسائل اجتماعی,جرم و ناامنی,4,18.700747
فارس,مسائل اجتماعی,سلامت اجتماعی,4,6.4169946
فارس,مسائل اجتماعی,سبک زندگی و مصرف,4,28.399002
فارس,مسائل اجتماعی,باورها و رفتارهای فرهنگی,4,46.013569
فارس,مسائل اجتماعی,روابط و امنیت اجتماعی,4,63.403946
قزوین,معنویت و ارزش‌های دینی,باور دینی,1,7.0550079
قزوین,معنویت و ارزش‌های دینی,عمل دینی,1,32.673115
قزوین,معنویت و ارزش‌های دینی,هویت و پیوند دینی,1,33.016529
قزوین,معنویت و ارزش‌های دینی,مشارکت مذهبی,1,39.839832
قزوین,معنویت و ارزش‌های دینی,سبک زندگی دینی,1,.48490426
قزوین,زندگی خانوادگی,تشکیل خانواده,5,4.0182772
قزوین,زندگی خانوادگی,فرزندآوری,5,15.16724
قزوین,زندگی خانوادگی,روابط خانوادگی,5,77.842018
قزوین,زندگی خانوادگی,پایداری خانواده,5,45.528526
قزوین,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,6,22.098459
قزوین,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,6,33.799801
قزوین,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,6,17.997725
قزوین,مصرف فرهنگی و رسانه‌ای,مد و فراغت,6,16.131329
قزوین,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,4,17.566717
قزوین,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,4,8.9033279
قزوین,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,4,31.449207
قزوین,همبستگی و سرمایه اجتماعی,تعلق ملی,4,33.978828
قزوین,دانش و سرمایه انسانی,عدالت آموزشی,5,36.684044
قزوین,دانش و سرمایه انسانی,فراگیری آموزش,5,46.239105
قزوین,دانش و سرمایه انسانی,کیفیت آموزشی,5,20.771816
قزوین,معیشت و فرهنگ اقتصادی,الگوی مصرف,1,1.8836222
قزوین,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,1,46.769028
قزوین,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,1,8.776247
قزوین,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,1,16.895575
قزوین,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,1,30.312971
قزوین,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,5,13.734615
قزوین,رفاه و عدالت اجتماعی,حمایت اجتماعی,5,6.992794
قزوین,رفاه و عدالت اجتماعی,زیرساخت آموزشی,5,13.191907
قزوین,رفاه و عدالت اجتماعی,سلامت و بهداشت,5,3.0712044
قزوین,رفاه و عدالت اجتماعی,مسکن و سرپناه,5,16.608597
قزوین,مسائل اجتماعی,جرم و ناامنی,4,8.1695604
قزوین,مسائل اجتماعی,سلامت اجتماعی,4,2.0190785
قزوین,مسائل اجتماعی,سبک زندگی و مصرف,4,10.928905
قزوین,مسائل اجتماعی,باورها و رفتارهای فرهنگی,4,42.716084
قزوین,مسائل اجتماعی,روابط و امنیت اجتماعی,4,65.970955
قم,معنویت و ارزش‌های دینی,باور دینی,3,26.391151
قم,معنویت و ارزش‌های دینی,عمل دینی,3,12.485269
قم,معنویت و ارزش‌های دینی,هویت و پیوند دینی,3,40.181999
قم,معنویت و ارزش‌های دینی,مشارکت مذهبی,3,27.243223
قم,معنویت و ارزش‌های دینی,سبک زندگی دینی,3,8.8404417
قم,زندگی خانوادگی,تشکیل خانواده,2,20.36021
قم,زندگی خانوادگی,فرزندآوری,2,33.118614
قم,زندگی خانوادگی,روابط خانوادگی,2,.5381425
قم,زندگی خانوادگی,پایداری خانواده,2,4.5194659
قم,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,8,27.333166
قم,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,8,53.211426
قم,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,8,11.482095
قم,مصرف فرهنگی و رسانه‌ای,مد و فراغت,8,24.408812
قم,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,8,24.114548
قم,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,8,29.833017
قم,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,8,73.990028
قم,همبستگی و سرمایه اجتماعی,تعلق ملی,8,52.175549
قم,دانش و سرمایه انسانی,عدالت آموزشی,2,46.545471
قم,دانش و سرمایه انسانی,فراگیری آموزش,2,25.690287
قم,دانش و سرمایه انسانی,کیفیت آموزشی,2,6.9846635
قم,معیشت و فرهنگ اقتصادی,الگوی مصرف,4,50.093685
قم,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,4,6.346128
قم,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,4,30.70619
قم,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,4,37.569126
قم,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,4,1.1643543
قم,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,11,15.52564
قم,رفاه و عدالت اجتماعی,حمایت اجتماعی,11,4.6571951
قم,رفاه و عدالت اجتماعی,زیرساخت آموزشی,11,3.8430192
قم,رفاه و عدالت اجتماعی,سلامت و بهداشت,11,5.266489
قم,رفاه و عدالت اجتماعی,مسکن و سرپناه,11,32.088478
قم,مسائل اجتماعی,جرم و ناامنی,5,17.549829
قم,مسائل اجتماعی,سلامت اجتماعی,5,35.266987
قم,مسائل اجتماعی,سبک زندگی و مصرف,5,39.764786
قم,مسائل اجتماعی,باورها و رفتارهای فرهنگی,5,13.328084
قم,مسائل اجتماعی,روابط و امنیت اجتماعی,5,4.5857258
کردستان,معنویت و ارزش‌های دینی,باور دینی,2,5.9818535
کردستان,معنویت و ارزش‌های دینی,عمل دینی,2,16.482059
کردستان,معنویت و ارزش‌های دینی,هویت و پیوند دینی,2,2.1701412
کردستان,معنویت و ارزش‌های دینی,مشارکت مذهبی,2,.22506547
کردستان,معنویت و ارزش‌های دینی,سبک زندگی دینی,2,3.1988204
کردستان,زندگی خانوادگی,تشکیل خانواده,1,28.724957
کردستان,زندگی خانوادگی,فرزندآوری,1,6.8326283
کردستان,زندگی خانوادگی,روابط خانوادگی,1,.29770318
کردستان,زندگی خانوادگی,پایداری خانواده,1,5.1832809
کردستان,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,1,18.687965
کردستان,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,1,4.131844
کردستان,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,1,59.774635
کردستان,مصرف فرهنگی و رسانه‌ای,مد و فراغت,1,.39758715
کردستان,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,2,9.5889883
کردستان,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,2,42.723679
کردستان,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,2,.32770643
کردستان,همبستگی و سرمایه اجتماعی,تعلق ملی,2,1.5149027
کردستان,دانش و سرمایه انسانی,عدالت آموزشی,4,3.8369095
کردستان,دانش و سرمایه انسانی,فراگیری آموزش,4,3.5933797
کردستان,دانش و سرمایه انسانی,کیفیت آموزشی,4,2.959022
کردستان,معیشت و فرهنگ اقتصادی,الگوی مصرف,5,5.2986498
کردستان,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,5,12.430459
کردستان,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,5,1.9061998
کردستان,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,5,13.731884
کردستان,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,5,25.203995
کردستان,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,5,6.2754188
کردستان,رفاه و عدالت اجتماعی,حمایت اجتماعی,5,8.3017864
کردستان,رفاه و عدالت اجتماعی,زیرساخت آموزشی,5,6.3637724
کردستان,رفاه و عدالت اجتماعی,سلامت و بهداشت,5,9.2988186
کردستان,رفاه و عدالت اجتماعی,مسکن و سرپناه,5,22.322842
کردستان,مسائل اجتماعی,جرم و ناامنی,2,13.03355
کردستان,مسائل اجتماعی,سلامت اجتماعی,2,12.712236
کردستان,مسائل اجتماعی,سبک زندگی و مصرف,2,12.616127
کردستان,مسائل اجتماعی,باورها و رفتارهای فرهنگی,2,9.3965178
کردستان,مسائل اجتماعی,روابط و امنیت اجتماعی,2,64.455833
کرمان,معنویت و ارزش‌های دینی,باور دینی,4,46.93327
کرمان,معنویت و ارزش‌های دینی,عمل دینی,4,15.058341
کرمان,معنویت و ارزش‌های دینی,هویت و پیوند دینی,4,45.237469
کرمان,معنویت و ارزش‌های دینی,مشارکت مذهبی,4,56.082108
کرمان,معنویت و ارزش‌های دینی,سبک زندگی دینی,4,47.748482
کرمان,زندگی خانوادگی,تشکیل خانواده,10,62.170135
کرمان,زندگی خانوادگی,فرزندآوری,10,16.850561
کرمان,زندگی خانوادگی,روابط خانوادگی,10,10.373455
کرمان,زندگی خانوادگی,پایداری خانواده,10,22.25316
کرمان,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,9,6.0241446
کرمان,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,9,2.5783813
کرمان,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,9,5.5741539
کرمان,مصرف فرهنگی و رسانه‌ای,مد و فراغت,9,21.513277
کرمان,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,1,5.8943372
کرمان,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,1,46.255779
کرمان,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,1,8.3773518
کرمان,همبستگی و سرمایه اجتماعی,تعلق ملی,1,18.994438
کرمان,دانش و سرمایه انسانی,عدالت آموزشی,4,9.3666048
